time,open,high,low,close,8day,Plot,Plot,Plot,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
2022-07-24T21:00:00-03:00,22581.15,22666.66,21256.59,21310.99,22158.85181,21789.80449,23221.65981,27236.7354,32936.39393,46.14526096,50.90569606,NaN,NaN
2022-07-25T21:00:00-03:00,21312.69,21368.32,20707.61,21254.24,21957.82696,21738.79835,23144.50609,27118.27015,32820.15359,45.78637754,51.69207533,NaN,NaN
2022-07-26T21:00:00-03:00,21257.93,23111.83,21044.48,22960.62,22180.66986,21855.16231,23137.29487,27035.94044,32722.04878,56.69277271,52.74340739,NaN,NaN
2022-07-27T21:00:00-03:00,22962.49,24200,22590,23851.44,22551.95211,22045.284,23165.30056,26972.88103,32633.78402,61.09322144,53.92337912,NaN,NaN
2022-07-28T21:00:00-03:00,23851.64,24454,23429.82,23782.74,22825.46053,22210.756,23189.51387,26909.70992,32545.71393,60.58197362,54.93959706,NaN,NaN
2022-07-29T21:00:00-03:00,23786.42,24678.76,23517.26,23650.72,23008.85152,22347.89543,23207.60039,26845.17547,32457.20652,59.55065547,55.69423257,NaN,NaN
2022-07-30T21:00:00-03:00,23650.72,24199.53,23238.04,23303.88,23074.41341,22438.94158,23211.37606,26775.0508,32366.12865,56.81424878,56.44189027,NaN,NaN
2022-07-31T21:00:00-03:00,23305.73,23513.54,22850,23273.19,23118.58598,22518.39381,23213.80014,26705.70702,32275.65165,56.56656004,56.43106059,NaN,NaN
2022-08-01T21:00:00-03:00,23272.44,23470.02,22661.8,22990.59,23090.14243,22563.36487,23205.0468,26632.14035,32183.26297,54.22239782,55.91244273,NaN,NaN
2022-08-02T21:00:00-03:00,22990.98,23650,22690,22824.51,23031.113,22588.23584,23190.12378,26556.74173,32090.14105,52.83662255,55.38508012,NaN,NaN
